Time (s),Channel 1 (V)
0.0028375,0.6940433418243781
0.002840000000000001,0.6947217603926477
0.0028425,0.6947217603926477
0.002845,0.6950609696767823
0.0028475,0.6947217603926477
0.00285,0.6954001789609171
0.0028525,0.6957393882450519
0.002855,0.6960785975291867
0.0028575,0.6967570160974561
0.002860000000000001,0.6960785975291867
0.0028625,0.6964178068133213
0.002865,0.6974354346657257
0.0028675,0.6970962253815909
0.00287,0.6977746439498604
0.0028725,0.6981138532339951
0.002875,0.6984530625181299
0.0028775,0.6981138532339951
0.00288,0.6981138532339951
0.002882500000000001,0.6987922718022647
0.002885,0.6991314810863993
0.0028875,0.6994706903705341
0.00289,0.6998098996546689
0.0028925,0.7001491089388037
0.002895,0.7008275275070731
0.0028975,0.7004883182229384
0.0029,0.7004883182229384
0.002902500000000001,0.7011667367912079
0.002905,0.7015059460753427
0.0029075,0.7015059460753427
