Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.007360811271440829,-53.408849824425,60.64764992289507
0.008225907347079833,-53.28464360661037,61.5175457576927
0.00916019363786685,-53.15854418691794,62.9239889803584
0.01016337184313976,-53.03417533442718,63.82792540574246
0.01024024249159152,-52.85171447196249,63.51852160797986
0.01070336159438716,-52.61059289388113,64.6067645787809
0.01095538360730471,-52.6474228403939,65.08308289532847
0.01258111770727324,-52.41499957265194,65.70071271717188
0.01254906926211271,-52.225506939232,67.3761152259932
0.01291345198881696,-52.01404506712591,66.69097507784699
0.01265129860390343,-51.84551055330105,67.45134819153407
0.01410579883991214,-51.7426256745641,67.72659869249831
0.01357938397952027,-51.48809378567819,67.73841056931752
0.002874351966999659,-51.23288380087733,68.70222628285828
